voxel_id,n_points,linearity,planarity,scattering,omnivariance,sum_ev,anisotropy,eigentropy,change_curvature,z_range,plane_std,label,scattering_log2,plane_std_log2,pred_label
37074,130,0.3651672664704221,0.5505253124278361,0.08430742110174187,0.15219202499686973,0.6942695870602056,0.9156925788982582,0.8302115724617798,0.049040458321341525,0.9499999999999993,0.18380365431132184,unlabeled,-3.5681794485842433,-2.443754795796615,tree
37075,24,0.9217089123752361,0.019056699206718566,0.0592343884180454,0.11470990756939534,0.7824681160828872,0.9407656115819546,0.5451066606382385,0.05207302136573528,1.5599999999999987,0.19760503700502943,unlabeled,-4.077396861190301,-2.3393010719314984,tree
37101,136,0.2026556111198375,0.7072302001621331,0.09011418871802941,0.15351400134807602,0.6969672657955758,0.9098858112819705,0.841115329335396,0.04774366430478201,1.1000000000000014,0.1804836176585088,unlabeled,-3.472085900146489,-2.470052210536416,tree
37102,27,0.8620551984113541,0.10959746657019549,0.028347335018450395,0.03433777180267962,0.25419886040450446,0.9716526649815496,0.46883620060552444,0.024305518427755742,0.3000000000000007,0.07713367719852032,unlabeled,-5.1405921858651915,-3.696476595846542,tree
37128,129,0.15396504229337665,0.7259339505699648,0.12010100713665854,0.18484234232937996,0.7788192753768045,0.8798989928633414,0.8780839178736676,0.061084792346103915,0.7800000000000011,0.2173602675625889,unlabeled,-3.0576678334199414,-2.201833210979058,tree
37129,18,0.5018226910497612,0.49699161949032694,0.001185689459911863,0.006205111230149153,0.11088464048137082,0.9988143105400882,0.3150400292724105,0.0007907954652536501,0.030000000000001137,0.009100305870939256,unlabeled,-9.718841833473029,-6.779710724145944,building
37155,150,0.18523198067116387,0.7891760269940621,0.025591992334774008,0.11057367633917989,0.7393359888162175,0.974408007665226,0.7789854344176022,0.013905970664750475,0.5200000000000031,0.09923045599878791,unlabeled,-5.28810735251242,-3.333058667753012,tree
37182,137,0.2871071518431648,0.6618351543185412,0.051057693838293894,0.14751569974927495,0.7851684319975902,0.948942306161706,0.8105226011715697,0.02894508242875377,1.1000000000000014,0.13904183586598345,unlabeled,-4.291699557966212,-2.8463986826506877,tree
37183,15,0.943224982753544,0.03990737724617495,0.0168676400002811,0.03165062685729771,0.3447504761788278,0.9831323599997189,0.46604230060288376,0.015710664890622634,0.8000000000000007,0.07109975565387985,unlabeled,-5.889512525807911,-3.8139912969861256,tree
37209,149,0.11674874367241511,0.8759645332363107,0.007286723091274074,0.06732874527362916,0.6843008576311025,0.9927132769087259,0.7480702339424732,0.0038543119316301563,0.4700000000000024,0.05094520128277227,unlabeled,-7.10031614199239,-4.294881611486072,tree
37236,151,0.12499466205078298,0.8740365980388167,0.000968739910400321,0.03597905557218619,0.7131878907280041,0.9990312600895997,0.7367243389512279,0.0005163930151452838,0.1700000000000017,0.018820380964419552,unlabeled,-10.010114519147129,-5.731483704246642,terrain
37263,148,0.29881637420910934,0.5974265853194667,0.10375704047142399,0.20918356601032917,0.9044280956979589,0.896242959528576,0.8674632064604353,0.0574850145552346,1.120000000000001,0.22724904017516542,unlabeled,-3.2687049560298855,-2.137647545416245,tree
37290,158,0.3518439472142624,0.5361046413171792,0.11205141146855847,0.21751858898969018,0.9176870394256381,0.8879485885314415,0.872112120661698,0.06365807084906809,1.2100000000000009,0.21932456976921866,unlabeled,-3.157754397611617,-2.1888540784580894,tree
37317,144,0.5008467113485123,0.3445362245185402,0.15461706413294746,0.26826522383106594,1.0420193715990598,0.8453829358670525,0.8817088085549244,0.0934936727294817,1.8300000000000018,0.32613150225708265,unlabeled,-2.693219214741046,-1.616469868126436,tree
37344,151,0.12897297417807388,0.8706603434642985,0.0003666823576275192,0.025332119371793502,0.6935260987848352,0.9996333176423724,0.7340761335582231,0.00019594078788702293,0.10000000000000142,0.011610781531994852,unlabeled,-11.409252425673234,-6.428266855797115,terrain
37371,148,0.07207618383668223,0.8589934738723651,0.06893034229095267,0.12703784692357675,0.6343153474908273,0.9310696577090474,0.8080362565325429,0.034519467533027266,0.6700000000000017,0.14904867818039558,unlabeled,-3.858696080774624,-2.7461348345401566,tree
37398,139,0.31489827905461126,0.593383582923796,0.09171813802159279,0.14577715160195315,0.6515225178555356,0.9082818619784072,0.8290034339365553,0.05161926661204498,0.8900000000000006,0.18393086899845398,unlabeled,-3.4466333932709436,-2.4427566245846655,tree
37399,38,0.901609190742527,0.08887432813284547,0.009516481124627548,0.036531440548737276,0.41370735686281035,0.9904835188753724,0.5092654135255432,0.008589600598571256,0.490000000000002,0.02612316540553083,unlabeled,-6.7152044810705815,-5.2584712419413915,tree
